country,year,sex,age,suicides_no,population
Germany,2000,male,5-14 years,25.0,4562649.0
Germany,2000,male,55-74 years,2528.0,8760853.0
Germany,2000,male,75+ years,1069.0,1738251.0
Germany,2001,female,15-24 years,124.0,4561925.0
Germany,2001,female,25-34 years,221.0,5552605.0
Germany,2001,female,35-54 years,868.0,12069849.0
Germany,2001,female,5-14 years,11.0,4273747.0
Germany,2001,female,55-74 years,983.0,9568028.0
Germany,2001,female,75+ years,764.0,4192492.0
Germany,2001,male,15-24 years,593.0,4764237.0
Germany,2001,male,25-34 years,985.0,5850255.0
Germany,2001,male,35-54 years,3060.0,12523074.0
Germany,2001,male,5-14 years,37.0,4505958.0
Germany,2001,male,55-74 years,2415.0,8745869.0
Germany,2001,male,75+ years,1106.0,1813475.0
Germany,2002,female,15-24 years,141.0,4626561.0
Germany,2002,female,25-34 years,219.0,5348715.0
Germany,2002,female,35-54 years,905.0,12321464.0
Germany,2002,female,5-14 years,8.0,4220169.0
Germany,2002,female,55-74 years,1013.0,9531566.0
Germany,2002,female,75+ years,773.0,4251053.0
Germany,2002,male,15-24 years,609.0,4828748.0
Germany,2002,male,25-34 years,903.0,5614445.0
Germany,2002,male,35-54 years,3088.0,12777078.0
Germany,2002,male,5-14 years,16.0,4448685.0
Germany,2002,male,55-74 years,2354.0,8766453.0
Germany,2002,male,75+ years,1147.0,1898834.0
Germany,2003,female,15-24 years,155.0,4683375.0
Germany,2003,female,25-34 years,225.0,5161703.0
Germany,2003,female,35-54 years,887.0,12507791.0
Germany,2003,female,5-14 years,6.0,4150241.0
Germany,2003,female,55-74 years,925.0,9534506.0
Germany,2003,female,75+ years,775.0,4301218.0
Germany,2003,male,15-24 years,537.0,4883892.0
Germany,2003,male,25-34 years,868.0,5393875.0
Germany,2003,male,35-54 years,3157.0,12961625.0
Germany,2003,male,5-14 years,17.0,4373618.0
Germany,2003,male,55-74 years,2416.0,8804362.0
Germany,2003,male,75+ years,1187.0,2000255.0
Germany,2004,female,15-24 years,129.0,4726195.0
Germany,2004,female,25-34 years,180.0,5000272.0
Germany,2004,female,35-54 years,827.0,12631907.0
Germany,2004,female,5-14 years,7.0,4066582.0
Germany,2004,female,55-74 years,906.0,9568085.0
Germany,2004,female,75+ years,746.0,4360252.0
Germany,2004,male,15-24 years,518.0,4922745.0
Germany,2004,male,25-34 years,820.0,5196875.0
Germany,2004,male,35-54 years,3001.0,13080225.0
Germany,2004,male,5-14 years,16.0,4285546.0
Germany,2004,male,55-74 years,2413.0,8860469.0
Germany,2004,male,75+ years,1178.0,2112661.0
Germany,2005,female,15-24 years,117.0,4744626.0
Germany,2005,female,25-34 years,171.0,4889216.0
Germany,2005,female,35-54 years,840.0,12685901.0
Germany,2005,female,5-14 years,8.0,3979775.0
Germany,2005,female,55-74 years,939.0,9632657.0
Germany,2005,female,75+ years,664.0,4422784.0
Germany,2005,male,15-24 years,479.0,4939294.0
Germany,2005,male,25-34 years,730.0,5056621.0
Germany,2005,male,35-54 years,2875.0,13137730.0
Germany,2005,male,5-14 years,18.0,4194004.0
Germany,2005,male,55-74 years,2269.0,8943091.0
Germany,2005,male,75+ years,1160.0,2225555.0
Germany,2006,female,15-24 years,112.0,4727172.0
Germany,2006,female,25-34 years,154.0,4819150.0
Germany,2006,female,35-54 years,832.0,12694086.0
Germany,2006,female,5-14 years,9.0,3899892.0
Germany,2006,female,55-74 years,826.0,9713785.0
Germany,2006,female,75+ years,611.0,4471494.0
Germany,2006,male,15-24 years,455.0,4922196.0
Germany,2006,male,25-34 years,629.0,4963413.0
Germany,2006,male,35-54 years,2653.0,13148811.0
Germany,2006,male,5-14 years,20.0,4107557.0
Germany,2006,male,55-74 years,2314.0,9032770.0
Germany,2006,male,75+ years,1160.0,2328668.0
Germany,2007,female,15-24 years,110.0,4678848.0
Germany,2007,female,25-34 years,145.0,4782312.0
Germany,2007,female,35-54 years,742.0,12662132.0
Germany,2007,female,5-14 years,9.0,3835107.0
Germany,2007,female,55-74 years,796.0,9816096.0
Germany,2007,female,75+ years,595.0,4503136.0
Germany,2007,male,15-24 years,448.0,4875778.0
Germany,2007,male,25-34 years,654.0,4913538.0
Germany,2007,male,35-54 years,2539.0,13116847.0
Germany,2007,male,5-14 years,15.0,4039955.0
Germany,2007,male,55-74 years,2213.0,9135373.0
Germany,2007,male,75+ years,1143.0,2417463.0
Germany,2008,female,15-24 years,130.0,4619410.0
Germany,2008,female,25-34 years,157.0,4780395.0
Germany,2008,female,35-54 years,761.0,12574802.0
Germany,2008,female,5-14 years,6.0,3776108.0
Germany,2008,female,55-74 years,768.0,9926040.0
Germany,2008,female,75+ years,592.0,4521561.0
Germany,2008,male,15-24 years,456.0,4821264.0
Germany,2008,male,25-34 years,632.0,4906502.0
Germany,2008,male,35-54 years,2598.0,13021164.0
Germany,2008,male,5-14 years,11.0,3978422.0
Germany,2008,male,55-74 years,2199.0,9240436.0
Germany,2008,male,75+ years,1149.0,2496685.0
Germany,2009,female,15-24 years,121.0,4552176.0
Germany,2009,female,25-34 years,146.0,4784538.0
Germany,2009,female,35-54 years,788.0,12445519.0
Germany,2009,female,5-14 years,9.0,3726357.0
Germany,2009,female,55-74 years,789.0,9995593.0
Germany,2009,female,75+ years,520.0,4569198.0
Germany,2009,male,15-24 years,443.0,4760066.0
Germany,2009,male,25-34 years,637.0,4909814.0
Germany,2009,male,35-54 years,2628.0,12872657.0
Germany,2009,male,5-14 years,12.0,3925018.0
Germany,2009,male,55-74 years,2277.0,9307706.0
Germany,2009,male,75+ years,1209.0,2599960.0
Germany,2010,female,15-24 years,132.0,4489057.0
Germany,2010,female,25-34 years,177.0,4807946.0
Germany,2010,female,35-54 years,805.0,12316695.0
Germany,2010,female,5-14 years,6.0,3687564.0
Germany,2010,female,55-74 years,851.0,10027136.0
Germany,2010,female,75+ years,588.0,4669323.0
Germany,2010,male,15-24 years,474.0,4702588.0
Germany,2010,male,25-34 years,735.0,4940288.0
Germany,2010,male,35-54 years,2605.0,12731842.0
Germany,2010,male,5-14 years,22.0,3883512.0
Germany,2010,male,55-74 years,2358.0,9350157.0
Germany,2010,male,75+ years,1277.0,2742959.0
Germany,2011,female,15-24 years,122.0,4432422.0
Germany,2011,female,25-34 years,188.0,4854346.0
Germany,2011,female,35-54 years,757.0,12196847.0
Germany,2011,female,5-14 years,9.0,3641215.0
Germany,2011,female,55-74 years,802.0,10049757.0
Germany,2011,female,75+ years,624.0,4791265.0
Germany,2011,male,15-24 years,461.0,4653810.0
Germany,2011,male,25-34 years,684.0,5006064.0
Germany,2011,male,35-54 years,2582.0,12614051.0
Germany,2011,male,5-14 years,12.0,3835083.0
Germany,2011,male,55-74 years,2538.0,9396062.0
Germany,2011,male,75+ years,1374.0,2900218.0
Germany,2012,female,15-24 years,121.0,4384528.0
Germany,2012,female,25-34 years,187.0,4917857.0
Germany,2012,female,35-54 years,810.0,12089833.0
Germany,2012,female,5-14 years,9.0,3590435.0
Germany,2012,female,55-74 years,873.0,10078469.0
Germany,2012,female,75+ years,607.0,4920842.0
Germany,2012,male,15-24 years,439.0,4612682.0
Germany,2012,male,25-34 years,699.0,5099210.0
Germany,2012,male,35-54 years,2408.0,12515919.0
Germany,2012,male,5-14 years,11.0,3782823.0
Germany,2012,male,55-74 years,2302.0,9453082.0
Germany,2012,male,75+ years,1430.0,3062435.0
Germany,2013,female,15-24 years,111.0,4259808.0
Germany,2013,female,25-34 years,188.0,4928834.0
Germany,2013,female,35-54 years,808.0,11835769.0
Germany,2013,female,5-14 years,12.0,3529729.0
Germany,2013,female,55-74 years,875.0,9995322.0
Germany,2013,female,75+ years,641.0,4984061.0
Germany,2013,male,15-24 years,391.0,4474441.0
Germany,2013,male,25-34 years,739.0,5060529.0
Germany,2013,male,35-54 years,2423.0,12049310.0
Germany,2013,male,5-14 years,6.0,3723771.0
Germany,2013,male,55-74 years,2379.0,9314147.0
Germany,2013,male,75+ years,1518.0,3115267.0
Germany,2014,female,15-24 years,121.0,4215773.0
Germany,2014,female,25-34 years,182.0,5005685.0
Germany,2014,female,35-54 years,801.0,11728001.0
Germany,2014,female,5-14 years,8.0,3501907.0
Germany,2014,female,55-74 years,855.0,10013338.0
Germany,2014,female,75+ years,621.0,5151214.0
Germany,2014,male,15-24 years,397.0,4452615.0
Germany,2014,male,25-34 years,750.0,5179803.0
Germany,2014,male,35-54 years,2444.0,11949414.0
Germany,2014,male,5-14 years,20.0,3695813.0
Germany,2014,male,55-74 years,2410.0,9358747.0
Germany,2014,male,75+ years,1608.0,3300059.0
Germany,2015,female,15-24 years,136.0,4195185.0
Germany,2015,female,25-34 years,193.0,5061297.0
Germany,2015,female,35-54 years,800.0,11616616.0
Germany,2015,female,5-14 years,13.0,3517216.0
Germany,2015,female,55-74 years,908.0,10054932.0
Germany,2015,female,75+ years,635.0,5338738.0
Germany,2015,male,15-24 years,376.0,4520300.0
Germany,2015,male,25-34 years,721.0,5336932.0
Germany,2015,male,35-54 years,2267.0,11854531.0
Germany,2015,male,5-14 years,6.0,3716736.0
Germany,2015,male,55-74 years,2304.0,9436572.0
Germany,2015,male,75+ years,1729.0,3487628.0
Japan,1995,female,15-24 years,488.0,8925300.0
Japan,1995,female,25-34 years,667.0,8178700.0
Japan,1995,female,35-54 years,1984.0,17984000.0
Japan,1995,female,5-14 years,23.0,6792300.0
Japan,1995,female,55-74 years,2426.0,14003800.0
Japan,1995,female,75+ years,1582.0,4592800.0
Japan,1995,male,15-24 years,1050.0,9332000.0
Japan,1995,male,25-34 years,1692.0,8404400.0
Japan,1995,male,35-54 years,5507.0,18054500.0
Japan,1995,male,5-14 years,43.0,7125500.0
Japan,1995,male,55-74 years,4429.0,12402300.0
Japan,1995,male,75+ years,1358.0,2553900.0
Japan,1996,female,15-24 years,474.0,8725000.0
Japan,1996,female,25-34 years,698.0,8370000.0
Japan,1996,female,35-54 years,1944.0,17810000.0
Japan,1996,female,5-14 years,23.0,6643000.0
Japan,1996,female,55-74 years,2513.0,14347000.0
Japan,1996,female,75+ years,1614.0,4812000.0
Japan,1996,male,15-24 years,1036.0,9147000.0
Japan,1996,male,25-34 years,1690.0,8610000.0
Japan,1996,male,35-54 years,5725.0,17896000.0
Japan,1996,male,5-14 years,41.0,6972000.0
Japan,1996,male,55-74 years,4870.0,12820000.0
Japan,1996,male,75+ years,1339.0,2633000.0
Japan,1997,female,15-24 years,468.0,8489000.0
Japan,1997,female,25-34 years,798.0,8575000.0
Japan,1997,female,35-54 years,2045.0,17605000.0
Japan,1997,female,5-14 years,19.0,6494000.0
Japan,1997,female,55-74 years,2570.0,14670000.0
Japan,1997,female,75+ years,1674.0,5041000.0
Japan,1997,male,15-24 years,1011.0,8911000.0
Japan,1997,male,25-34 years,1813.0,8830000.0
Japan,1997,male,35-54 years,5984.0,17698000.0
Japan,1997,male,5-14 years,34.0,6818000.0
Japan,1997,male,55-74 years,5435.0,13212000.0
Japan,1997,male,75+ years,1429.0,2717000.0
Japan,1998,female,15-24 years,612.0,8231000.0
Japan,1998,female,25-34 years,1050.0,8787000.0
Japan,1998,female,35-54 years,2385.0,17467000.0
Japan,1998,female,5-14 years,28.0,6337000.0
Japan,1998,female,55-74 years,3292.0,14950000.0
Japan,1998,female,75+ years,2013.0,5285000.0
Japan,1998,male,15-24 years,1453.0,8649000.0
Japan,1998,male,25-34 years,2462.0,9051000.0
Japan,1998,male,35-54 years,8384.0,17557000.0
Japan,1998,male,5-14 years,66.0,6655000.0
Japan,1998,male,55-74 years,7981.0,13546000.0
Japan,1998,male,75+ years,1732.0,2823000.0
Japan,1999,female,15-24 years,581.0,7974000.0
Japan,1999,female,25-34 years,1036.0,8959000.0
Japan,1999,female,35-54 years,2313.0,17316000.0
Japan,1999,female,5-14 years,29.0,6193000.0
Japan,1999,female,55-74 years,3146.0,15244000.0
Japan,1999,female,75+ years,1881.0,5516000.0
Japan,1999,male,15-24 years,1385.0,8383000.0
Japan,1999,male,25-34 years,2595.0,9242000.0
Japan,1999,male,35-54 years,8340.0,17403000.0
Japan,1999,male,5-14 years,44.0,6505000.0
Japan,1999,male,55-74 years,7971.0,13851000.0
Japan,1999,male,75+ years,1794.0,2954000.0
Japan,2000,female,15-24 years,531.0,7669997.0
Japan,2000,female,25-34 years,1027.0,8975013.0
Japan,2000,female,35-54 years,2172.0,17380248.0
Japan,2000,female,5-14 years,16.0,6090721.0
Japan,2000,female,55-74 years,3032.0,15357610.0
Japan,2000,female,75+ years,1796.0,5792695.0
Japan,2000,male,15-24 years,1273.0,8063415.0
Japan,2000,male,25-34 years,2454.0,9260089.0
Japan,2000,male,35-54 years,8023.0,17540437.0
Japan,2000,male,5-14 years,58.0,6401260.0
Japan,2000,male,55-74 years,7988.0,14034032.0
Japan,2000,male,75+ years,1619.0,3187143.0
Japan,2001,female,15-24 years,522.0,7460000.0
Japan,2001,female,25-34 years,1013.0,9178000.0
Japan,2001,female,35-54 years,2148.0,17363000.0
Japan,2001,female,5-14 years,22.0,5990000.0
Japan,2001,female,55-74 years,2870.0,15379000.0
Japan,2001,female,75+ years,1689.0,6095000.0
Japan,2001,male,15-24 years,1146.0,7856000.0
Japan,2001,male,25-34 years,2388.0,9466000.0
Japan,2001,male,35-54 years,7913.0,17516000.0
Japan,2001,male,5-14 years,39.0,6295000.0
Japan,2001,male,55-74 years,7690.0,14064000.0
Japan,2001,male,75+ years,1692.0,3404000.0
Japan,2002,female,15-24 years,461.0,7274000.0
Japan,2002,female,25-34 years,1005.0,9124000.0
Japan,2002,female,35-54 years,2187.0,17125000.0
Japan,2002,female,5-14 years,12.0,5917000.0
Japan,2002,female,55-74 years,2919.0,15754000.0
Japan,2002,female,75+ years,1664.0,6387000.0
Japan,2002,male,15-24 years,1131.0,7671000.0
Japan,2002,male,25-34 years,2444.0,9406000.0
Japan,2002,male,35-54 years,8202.0,17249000.0
Japan,2002,male,5-14 years,25.0,6215000.0
Japan,2002,male,55-74 years,7956.0,14446000.0
Japan,2002,male,75+ years,1709.0,3621000.0
Japan,2003,female,15-24 years,556.0,7089000.0
Japan,2003,female,25-34 years,1132.0,9059000.0
Japan,2003,female,35-54 years,2227.0,16840000.0
Japan,2003,female,5-14 years,33.0,5858000.0
Japan,2003,female,55-74 years,3100.0,16200000.0
Japan,2003,female,75+ years,1643.0,6676000.0
Japan,2003,male,15-24 years,1158.0,7483000.0
Japan,2003,male,25-34 years,2910.0,9349000.0
Japan,2003,male,35-54 years,8948.0,16966000.0
Japan,2003,male,5-14 years,32.0,6151000.0
Japan,2003,male,55-74 years,8409.0,14889000.0
Japan,2003,male,75+ years,1733.0,3835000.0
Japan,2004,female,15-24 years,579.0,6905000.0
Japan,2004,female,25-34 years,1088.0,8932000.0
Japan,2004,female,35-54 years,2045.0,16564000.0
Japan,2004,female,5-14 years,22.0,5807000.0
Japan,2004,female,55-74 years,2941.0,16631000.0
Japan,2004,female,75+ years,1595.0,6977000.0
Japan,2004,male,15-24 years,1233.0,7289000.0
Japan,2004,male,25-34 years,2677.0,9241000.0
Japan,2004,male,35-54 years,8056.0,16685000.0
Japan,2004,male,5-14 years,27.0,6097000.0
Japan,2004,male,55-74 years,7895.0,15316000.0
Japan,2004,male,75+ years,1876.0,4056000.0
Japan,2005,female,15-24 years,643.0,6672938.0
Japan,2005,female,25-34 years,1140.0,8705334.0
Japan,2005,female,35-54 years,2114.0,16388567.0
Japan,2005,female,5-14 years,16.0,5794794.0
Japan,2005,female,55-74 years,2786.0,17011318.0
Japan,2005,female,75+ years,1600.0,7307828.0
Japan,2005,male,15-24 years,1243.0,7043709.0
Japan,2005,male,25-34 years,2862.0,8984855.0
Japan,2005,male,35-54 years,8073.0,16566953.0
Japan,2005,male,5-14 years,29.0,6095375.0
Japan,2005,male,55-74 years,8005.0,15797130.0
Japan,2005,male,75+ years,1858.0,4288706.0
Japan,2006,female,15-24 years,635.0,6548000.0
Japan,2006,female,25-34 years,1133.0,8473000.0
Japan,2006,female,35-54 years,2193.0,16320000.0
Japan,2006,female,5-14 years,20.0,5767000.0
Japan,2006,female,55-74 years,2866.0,17213000.0
Japan,2006,female,75+ years,1639.0,7608000.0
Japan,2006,male,15-24 years,1257.0,6916000.0
Japan,2006,male,25-34 years,2667.0,8758000.0
Japan,2006,male,35-54 years,7436.0,16519000.0
Japan,2006,male,5-14 years,57.0,6066000.0
Japan,2006,male,55-74 years,7921.0,16002000.0
Japan,2006,male,75+ years,1945.0,4512000.0
Japan,2007,female,15-24 years,596.0,6430000.0
Japan,2007,female,25-34 years,1084.0,8212000.0
Japan,2007,female,35-54 years,2303.0,16325000.0
Japan,2007,female,5-14 years,16.0,5732000.0
Japan,2007,female,55-74 years,3108.0,17338000.0
Japan,2007,female,75+ years,1691.0,7913000.0
Japan,2007,male,15-24 years,1252.0,6795000.0
Japan,2007,male,25-34 years,2596.0,8501000.0
Japan,2007,male,35-54 years,7599.0,16557000.0
Japan,2007,male,5-14 years,31.0,6027000.0
Japan,2007,male,55-74 years,8184.0,16130000.0
Japan,2007,male,75+ years,2205.0,4744000.0
Japan,2008,female,15-24 years,652.0,6293000.0
Japan,2008,female,25-34 years,1203.0,7933000.0
Japan,2008,female,35-54 years,2237.0,16400000.0
Japan,2008,female,5-14 years,18.0,5689000.0
Japan,2008,female,55-74 years,2885.0,17395000.0
Japan,2008,female,75+ years,1673.0,8207000.0
Japan,2008,male,15-24 years,1343.0,6650000.0
Japan,2008,male,25-34 years,2651.0,8234000.0
Japan,2008,male,35-54 years,7344.0,16657000.0
Japan,2008,male,5-14 years,41.0,5982000.0
Japan,2008,male,55-74 years,7894.0,16197000.0
Japan,2008,male,75+ years,2132.0,4965000.0
Japan,2009,female,15-24 years,605.0,6163000.0
Japan,2009,female,25-34 years,1085.0,7679000.0
Japan,2009,female,35-54 years,2328.0,16517000.0
Japan,2009,female,5-14 years,21.0,5627000.0
Japan,2009,female,55-74 years,2820.0,17413000.0
Japan,2009,female,75+ years,1649.0,8488000.0
Japan,2009,male,15-24 years,1326.0,6514000.0
Japan,2009,male,25-34 years,2657.0,7987000.0
Japan,2009,male,35-54 years,7799.0,16796000.0
Japan,2009,male,5-14 years,34.0,5914000.0
Japan,2009,male,55-74 years,7983.0,16224000.0
Japan,2009,male,75+ years,2216.0,5174000.0
Japan,2010,female,15-24 years,508.0,6008624.0
Japan,2010,female,25-34 years,1008.0,7545642.0
Japan,2010,female,35-54 years,2404.0,16781836.0
Japan,2010,female,5-14 years,21.0,5578687.0
Japan,2010,female,55-74 years,2879.0,17525806.0
Japan,2010,female,75+ years,1686.0,8804107.0
Japan,2010,male,15-24 years,1315.0,6324856.0
Japan,2010,male,25-34 years,2543.0,7822984.0
Japan,2010,male,35-54 years,7351.0,17131261.0
Japan,2010,male,5-14 years,42.0,5855595.0
Japan,2010,male,55-74 years,7466.0,16402437.0
Japan,2010,male,75+ years,2188.0,5345432.0
Japan,2011,female,15-24 years,616.0,5931000.0
Japan,2011,female,25-34 years,1112.0,7314000.0
Japan,2011,female,35-54 years,2598.0,16861000.0
Japan,2011,female,5-14 years,22.0,5519000.0
Japan,2011,female,55-74 years,2883.0,17447000.0
Japan,2011,female,75+ years,1754.0,9092000.0
Japan,2011,male,15-24 years,1304.0,6246000.0
Japan,2011,male,25-34 years,2404.0,7588000.0
Japan,2011,male,35-54 years,6975.0,17224000.0
Japan,2011,male,5-14 years,52.0,5792000.0
Japan,2011,male,55-74 years,6858.0,16343000.0
Japan,2011,male,75+ years,2188.0,5570000.0
Japan,2012,female,15-24 years,495.0,5873000.0
Japan,2012,female,25-34 years,931.0,7110000.0
Japan,2012,female,35-54 years,2242.0,16937000.0
Japan,2012,female,5-14 years,20.0,5458000.0
Japan,2012,female,55-74 years,2636.0,17342000.0
Japan,2012,female,75+ years,1612.0,9362000.0
Japan,2012,male,15-24 years,1294.0,6185000.0
Japan,2012,male,25-34 years,2244.0,7384000.0
Japan,2012,male,35-54 years,6413.0,17318000.0
Japan,2012,male,5-14 years,55.0,5729000.0
Japan,2012,male,55-74 years,6134.0,16254000.0
Japan,2012,male,75+ years,2262.0,5783000.0
Japan,2013,female,15-24 years,467.0,5834000.0
Japan,2013,female,25-34 years,850.0,6913000.0
Japan,2013,female,35-54 years,2242.0,16974000.0
Japan,2013,female,5-14 years,34.0,5398000.0
Japan,2013,female,55-74 years,2604.0,17279000.0
Japan,2013,female,75+ years,1713.0,9588000.0
Japan,2013,male,15-24 years,1242.0,6143000.0
Japan,2013,male,25-34 years,2178.0,7186000.0
Japan,2013,male,35-54 years,6333.0,17367000.0
Japan,2013,male,5-14 years,58.0,5666000.0
Japan,2013,male,55-74 years,5908.0,16202000.0
Japan,2013,male,75+ years,2362.0,5964000.0
Japan,2014,female,15-24 years,432.0,5803000.0
Japan,2014,female,25-34 years,814.0,6734000.0
Japan,2014,female,35-54 years,2158.0,16959000.0
Japan,2014,female,5-14 years,34.0,5334000.0
Japan,2014,female,55-74 years,2512.0,17288000.0
Japan,2014,female,75+ years,1587.0,9761000.0
Japan,2014,male,15-24 years,1180.0,6110000.0
Japan,2014,male,25-34 years,2131.0,7007000.0
Japan,2014,male,35-54 years,5710.0,17365000.0
Japan,2014,male,5-14 years,68.0,5596000.0
Japan,2014,male,55-74 years,5477.0,16213000.0
Japan,2014,male,75+ years,2254.0,6104000.0
Japan,2015,female,15-24 years,408.0,5772938.0
Japan,2015,female,25-34 years,685.0,6614211.0
Japan,2015,female,35-54 years,2024.0,16991218.0
Japan,2015,female,5-14 years,28.0,5287719.0
Japan,2015,female,55-74 years,2292.0,17232482.0
Japan,2015,female,75+ years,1509.0,9983066.0
Japan,2015,male,15-24 years,1091.0,6088330.0
Japan,2015,male,25-34 years,1948.0,6862886.0
Japan,2015,male,35-54 years,5507.0,17461022.0
Japan,2015,male,5-14 years,62.0,5553851.0
Japan,2015,male,55-74 years,5241.0,16239222.0
Japan,2015,male,75+ years,2297.0,6289365.0
Mexico,1995,female,15-24 years,198.0,9970200.0
Mexico,1995,female,25-34 years,87.0,7352700.0
Mexico,1995,female,35-54 years,89.0,8443500.0
Mexico,1995,female,5-14 years,27.0,10379800.0
Mexico,1995,female,55-74 years,34.0,3538000.0
Mexico,1995,female,75+ years,8.0,789100.0
Mexico,1995,male,15-24 years,755.0,9978800.0
Mexico,1995,male,25-34 years,640.0,6993100.0
Mexico,1995,male,35-54 years,580.0,7960500.0
Mexico,1995,male,5-14 years,50.0,10758200.0
Mexico,1995,male,55-74 years,298.0,3172300.0
Mexico,1995,male,75+ years,111.0,590900.0
Mexico,1996,female,15-24 years,217.0,10401655.0
Mexico,1996,female,25-34 years,108.0,7578706.0
Mexico,1996,female,35-54 years,103.0,8556474.0
Mexico,1996,female,5-14 years,29.0,10980620.0
Mexico,1996,female,55-74 years,33.0,3868948.0
Mexico,1996,female,75+ years,4.0,953167.0
Mexico,1996,male,15-24 years,771.0,10461846.0
Mexico,1996,male,25-34 years,620.0,7310893.0
Mexico,1996,male,35-54 years,638.0,8288306.0
Mexico,1996,male,5-14 years,61.0,11350080.0
Mexico,1996,male,55-74 years,309.0,3367371.0
Mexico,1996,male,75+ years,115.0,684228.0
Mexico,1997,female,15-24 years,255.0,10389836.0
Mexico,1997,female,25-34 years,118.0,7878137.0
Mexico,1997,female,35-54 years,97.0,8847199.0
Mexico,1997,female,5-14 years,30.0,11036261.0
Mexico,1997,female,55-74 years,35.0,3962305.0
Mexico,1997,female,75+ years,4.0,995305.0
Mexico,1997,male,15-24 years,931.0,10469891.0
Mexico,1997,male,25-34 years,721.0,7614070.0
Mexico,1997,male,35-54 years,689.0,8545328.0
Mexico,1997,male,5-14 years,81.0,11419034.0
Mexico,1997,male,55-74 years,280.0,3469821.0
Mexico,1997,male,75+ years,109.0,713693.0
Mexico,1998,female,15-24 years,227.0,10340767.0
Mexico,1998,female,25-34 years,113.0,8178534.0
Mexico,1998,female,35-54 years,95.0,9136813.0
Mexico,1998,female,5-14 years,36.0,11093702.0
Mexico,1998,female,55-74 years,29.0,4058048.0
Mexico,1998,female,75+ years,10.0,1038891.0
Mexico,1998,male,15-24 years,860.0,10444415.0
Mexico,1998,male,25-34 years,774.0,7923430.0
Mexico,1998,male,35-54 years,676.0,8802383.0
Mexico,1998,male,5-14 years,87.0,11488804.0
Mexico,1998,male,55-74 years,288.0,3576372.0
Mexico,1998,male,75+ years,117.0,743519.0
Mexico,1999,female,15-24 years,211.0,10286270.0
Mexico,1999,female,25-34 years,100.0,8457907.0
Mexico,1999,female,35-54 years,114.0,9433287.0
Mexico,1999,female,5-14 years,40.0,11150920.0
Mexico,1999,female,55-74 years,34.0,4152769.0
Mexico,1999,female,75+ years,9.0,1083212.0
Mexico,1999,male,15-24 years,940.0,10416842.0
Mexico,1999,male,25-34 years,726.0,8214958.0
Mexico,1999,male,35-54 years,668.0,9064400.0
Mexico,1999,male,5-14 years,59.0,11553882.0
Mexico,1999,male,55-74 years,317.0,3684714.0
Mexico,1999,male,75+ years,109.0,772816.0
Mexico,2000,female,15-24 years,231.0,10247321.0
Mexico,2000,female,25-34 years,101.0,8702615.0
Mexico,2000,female,35-54 years,111.0,9741546.0
Mexico,2000,female,5-14 years,43.0,11208337.0
Mexico,2000,female,55-74 years,39.0,4245190.0
Mexico,2000,female,75+ years,12.0,1128113.0
Mexico,2000,male,15-24 years,870.0,10407812.0
Mexico,2000,male,25-34 years,797.0,8473261.0
Mexico,2000,male,35-54 years,755.0,9334127.0
Mexico,2000,male,5-14 years,75.0,11611360.0
Mexico,2000,male,55-74 years,317.0,3793938.0
Mexico,2000,male,75+ years,105.0,801173.0
Mexico,2001,female,15-24 years,263.0,10198732.0
Mexico,2001,female,25-34 years,136.0,8930235.0
Mexico,2001,female,35-54 years,148.0,10069614.0
Mexico,2001,female,5-14 years,61.0,11248880.0
Mexico,2001,female,55-74 years,51.0,4322994.0
Mexico,2001,female,75+ years,13.0,1178437.0
Mexico,2001,male,15-24 years,908.0,10392763.0
Mexico,2001,male,25-34 years,837.0,8719740.0
Mexico,2001,male,35-54 years,765.0,9614513.0
Mexico,2001,male,5-14 years,79.0,11648383.0
Mexico,2001,male,55-74 years,338.0,3891947.0
Mexico,2001,male,75+ years,161.0,836476.0
Mexico,2002,female,15-24 years,260.0,10166352.0
Mexico,2002,female,25-34 years,119.0,9124293.0
Mexico,2002,female,35-54 years,158.0,10409349.0
Mexico,2002,female,5-14 years,63.0,11292233.0
Mexico,2002,female,55-74 years,46.0,4401799.0
Mexico,2002,female,75+ years,10.0,1227458.0
Mexico,2002,male,15-24 years,919.0,10391176.0
Mexico,2002,male,25-34 years,852.0,8935002.0
Mexico,2002,male,35-54 years,824.0,9900926.0
Mexico,2002,male,5-14 years,103.0,11684250.0
Mexico,2002,male,55-74 years,348.0,3991819.0
Mexico,2002,male,75+ years,124.0,869659.0
Mexico,2003,female,15-24 years,280.0,10156204.0
Mexico,2003,female,25-34 years,125.0,9280350.0
Mexico,2003,female,35-54 years,171.0,10765671.0
Mexico,2003,female,5-14 years,52.0,11340331.0
Mexico,2003,female,55-74 years,55.0,4489997.0
Mexico,2003,female,75+ years,11.0,1276432.0
Mexico,2003,male,15-24 years,953.0,10408446.0
Mexico,2003,male,25-34 years,911.0,9114537.0
Mexico,2003,male,35-54 years,885.0,10201542.0
Mexico,2003,male,5-14 years,91.0,11723507.0
Mexico,2003,male,55-74 years,385.0,4100347.0
Mexico,2003,male,75+ years,151.0,901495.0
Mexico,2004,female,15-24 years,238.0,10169971.0
Mexico,2004,female,25-34 years,158.0,9394059.0
Mexico,2004,female,35-54 years,148.0,11144750.0
Mexico,2004,female,5-14 years,50.0,11395153.0
Mexico,2004,female,55-74 years,67.0,4599859.0
Mexico,2004,female,75+ years,14.0,1326483.0
